Baseline Charge Report
Outward Guarantee
,
Reference No,Event Name,Customer ID,Customer Name,Transaction Date,Expiry Date,Charge CCY,Charge Amount,Collecting CCY,Collected Amount,Equal Local Ccy Amount,Outstanding Amount
GT03869BEDV,Guarantee Commission,C011722,aa,04/24/2024,05/04/2024,USD,763.89,USD,0.00,763.89,763.89
GT03869BEDV,Postage,C011722,aa,04/24/2024,05/04/2024,USD,20.00,USD,0.00,20.00,20.00
GT03870BEDV,Guarantee Commission,C011722,aa,04/24/2024,05/01/2025,USD,"28 416.67",USD,0.00,"28 416.67","28 416.67"
GT03870BEDV,Postage,C011722,aa,04/24/2024,05/01/2025,USD,20.00,USD,0.00,20.00,20.00
GT03870BEDV,Guarantee Commission,C011722,aa,04/24/2024,05/01/2025,USD,"30 020.83",USD,0.00,"30 020.83","30 020.83"
GT03870BEDV,Postage,C011722,aa,04/24/2024,05/01/2025,USD,20.00,USD,0.00,20.00,20.00
GT03872BEDV,Postage,C011722,Apple-Tech,04/25/2024,04/16/2025,USD,20.00,USD,0.00,20.00,20.00
GT03872BEDV,Postage,C011722,Apple-Tech,04/25/2024,04/16/2025,USD,20.00,USD,0.00,20.00,20.00
GT03872BEDV,Guarantee Commission,C011722,Apple-Tech,04/25/2024,04/16/2025,USD,27.19,USD,0.00,27.19,27.19
GT03872BEDV,Guarantee Commission,C011722,Apple-Tech,04/25/2024,04/16/2025,USD,28.80,USD,0.00,28.80,28.80
GT03873BEDV,Guarantee Commission,C011722,Apple-Tech,04/25/2024,04/16/2025,USD,27.19,USD,0.00,27.19,27.19
GT03873BEDV,Postage,C011722,Apple-Tech,04/25/2024,04/16/2025,USD,20.00,USD,0.00,20.00,20.00
GT03873BEDV,Postage,C011722,Apple-Tech,04/25/2024,04/16/2025,USD,20.00,USD,0.00,20.00,20.00
GT03873BEDV,Guarantee Commission,C011722,Apple-Tech,04/25/2024,04/16/2025,USD,28.80,USD,0.00,28.80,28.80
GT03874BEDV,Postage,C011723,Mobile-Energy,04/25/2024,04/25/2025,USD,20.00,USD,20.00,20.00,0.00
GT03874BEDV,Guarantee Commission Monthly,C011723,Mobile-Energy,04/25/2024,04/25/2025,USD,"10 000.00",USD,0.00,0.00,0.00
GT03874BEDV,Guarantee Commission,C011723,Mobile-Energy,04/25/2024,04/25/2025,USD,"2 144.76",USD,"2 144.76","2 144.76",0.00
GT03875BEDV,Guarantee Commission,C011722,Apple-Tech,04/26/2024,04/25/2025,USD,29.41,USD,0.00,29.41,29.41
GT03875BEDV,Postage,C011722,Apple-Tech,04/26/2024,04/25/2025,USD,20.00,USD,0.00,20.00,20.00
GT03875BEDV,Postage,C011722,Apple-Tech,04/26/2024,04/25/2025,USD,20.00,USD,0.00,20.00,20.00
GT03875BEDV,Guarantee Commission,C011722,Apple-Tech,04/26/2024,04/25/2025,USD,27.81,USD,0.00,27.81,27.81
GT03877BEDV,Postage,C011722,Apple-Tech,04/26/2024,04/24/2025,USD,20.00,USD,0.00,20.00,20.00
GT03877BEDV,Postage,C011722,Apple-Tech,04/26/2024,04/24/2025,USD,20.00,USD,0.00,20.00,20.00
GT03877BEDV,Guarantee Commission,C011722,Apple-Tech,04/26/2024,04/24/2025,USD,"29 333.33",USD,0.00,"29 333.33","29 333.33"
GT03877BEDV,Guarantee Commission,C011722,Apple-Tech,04/26/2024,04/24/2025,USD,"27 729.17",USD,0.00,"27 729.17","27 729.17"
GT03878BEDV,Guarantee Commission,C011723,Mobile-Energy,05/11/2024,04/26/2025,USD,"2 228.01",USD,0.00,"2 228.01","2 228.01"
,,,,,,,,,,,,
GT03878BEDV,Postage,C011723,Mobile-Energy,05/11/2024,04/26/2025,USD,20.00,USD,0.00,20.00,20.00
GT03879BEDV,Guarantee Commission,C011723,Mobile-Energy,05/26/2024,04/26/2025,USD,"1 066.26",USD,"1 066.26","1 066.26",0.00
GT03879BEDV,Postage,C011723,Mobile-Energy,05/26/2024,04/26/2025,USD,20.00,USD,20.00,20.00,0.00
GT03880BEDV,Postage,C011723,Mobile-Energy,05/11/2024,04/26/2025,USD,20.00,USD,20.00,20.00,0.00
GT03880BEDV,Guarantee Commission,C011723,Mobile-Energy,05/11/2024,04/26/2025,USD,"2 228.01",USD,"2 228.01","2 228.01",0.00
GT03881BEDV,Guarantee Commission,C011723,Mobile-Energy,05/26/2024,04/26/2025,USD,"1 066.26",USD,"1 066.26","1 066.26",0.00
GT03881BEDV,Postage,C011723,Mobile-Energy,05/26/2024,04/26/2025,USD,20.00,USD,20.00,20.00,0.00
GT03882BEDV,Guarantee Commission,C011723,Mobile-Energy,05/11/2024,04/26/2025,USD,"2 228.01",USD,0.00,"2 228.01","2 228.01"
GT03882BEDV,Postage,C011723,Mobile-Energy,05/11/2024,04/26/2025,USD,20.00,USD,0.00,20.00,20.00
GT03884BEDV,Postage,C011723,Mobile-Energy,05/11/2024,04/26/2025,USD,20.00,USD,20.00,20.00,0.00
GT03884BEDV,Guarantee Commission,C011723,Mobile-Energy,05/11/2024,04/26/2025,USD,"2 228.01",USD,"2 228.01","2 228.01",0.00
GT03885BEDV,Postage,C011723,Mobile-Energy,05/26/2024,04/26/2025,USD,20.00,USD,20.00,20.00,0.00
GT03885BEDV,Guarantee Commission,C011723,Mobile-Energy,05/26/2024,04/26/2025,USD,"1 066.26",USD,"1 066.26","1 066.26",0.00
GT03886BEDV,Guarantee Commission,C011722,Apple-Tech,04/28/2024,04/28/2025,USD,"29 486.11",USD,0.00,"29 486.11","29 486.11"
GT03886BEDV,Postage,C011722,Apple-Tech,04/28/2024,04/28/2025,USD,20.00,USD,0.00,20.00,20.00
GT03886BEDV,Postage,C011722,Apple-Tech,04/28/2024,04/28/2025,USD,20.00,USD,0.00,20.00,20.00
GT03886BEDV,Guarantee Commission,C011722,Apple-Tech,04/28/2024,04/28/2025,USD,"27 881.94",USD,0.00,"27 881.94","27 881.94"
GT03887BEDV,Guarantee Commission,C011723,Mobile-Energy,05/11/2024,04/26/2025,USD,"2 228.01",USD,"2 228.01","2 228.01",0.00
GT03887BEDV,Postage,C011723,Mobile-Energy,05/11/2024,04/26/2025,USD,20.00,USD,20.00,20.00,0.00
GT03888BEDV,Guarantee Commission,C011723,Mobile-Energy,05/26/2024,04/26/2025,USD,"1 066.26",USD,"1 066.26","1 066.26",0.00
GT03888BEDV,Postage,C011723,Mobile-Energy,05/26/2024,04/26/2025,USD,20.00,USD,20.00,20.00,0.00
GT03889BEDV,Postage,C011723,Mobile-Energy,05/11/2024,04/26/2025,USD,20.00,USD,20.00,20.00,0.00
GT03889BEDV,Guarantee Commission,C011723,Mobile-Energy,05/11/2024,04/26/2025,USD,"2 228.01",USD,"2 228.01","2 228.01",0.00
GT03890BEDV,Guarantee Commission,C011723,Mobile-Energy,05/26/2024,04/26/2025,USD,"1 066.26",USD,"1 066.26","1 066.26",0.00
GT03890BEDV,Postage,C011723,Mobile-Energy,05/26/2024,04/26/2025,USD,20.00,USD,20.00,20.00,0.00
GT03893BEDV,Postage,C007277,SWIFT001,06/07/2024,05/23/2024,USD,20.00,USD,0.00,20.00,20.00
GT03895BEDV,Guarantee Commission,C011723,Mobile-Energy,05/30/2024,05/20/2025,USD,"5 649.60",USD,"5 649.60","5 649.60",0.00
GT03895BEDV,Postage,C011723,Mobile-Energy,05/30/2024,05/20/2025,USD,20.00,USD,20.00,20.00,0.00
GT03896BEDV,Guarantee Commission,C007277,SWIFT001,06/04/2024,,USD,"12 565.97",USD,0.00,"12 565.97","12 565.97"
GT03896BEDV,Postage,C007277,SWIFT001,06/04/2024,,USD,20.00,USD,0.00,20.00,20.00
GT03904BEDV,Guarantee Commission,C007245,ABC,07/16/2024,,USD,114.58,USD,0.00,114.58,114.58
GT03904BEDV,Guarantee Commission,C007245,ABC,07/16/2024,,USD,122.60,USD,0.00,122.60,122.60
GT03904BEDV,Postage,C007245,ABC,07/16/2024,,USD,20.00,USD,0.00,20.00,20.00
GT03904BEDV,Postage,C007245,ABC,07/16/2024,,USD,20.00,USD,0.00,20.00,20.00
GT03904BEDV,Postage,C007245,ABC,07/16/2024,,USD,20.00,USD,0.00,20.00,20.00
GT03908BEDV,Postage,BUYER,BUYER NAME,08/08/2024,02/24/2025,USD,20.00,USD,20.00,20.00,0.00
GT03908BEDV,Postage,BUYER,BUYER NAME,08/08/2024,02/24/2025,USD,20.00,USD,0.00,20.00,20.00
GT03909BEDV,Postage,C007245,ABC,10/01/2024,,USD,20.00,USD,0.00,20.00,20.00
GT03909BEDV,Guarantee Commission,C007245,ABC,10/01/2024,,USD,113.06,USD,0.00,113.06,113.06
GT03909BEDV,Postage,C007245,ABC,10/01/2024,,USD,20.00,USD,0.00,20.00,20.00
,,,,,,,,,,,,
GT03909BEDV,Guarantee Commission,C007245,ABC,10/01/2024,,USD,121.08,USD,0.00,121.08,121.08
GT03909BEDV,Postage,C007245,ABC,10/01/2024,,USD,20.00,USD,0.00,20.00,20.00
GT03911BEDV,Postage,C007245,ABC,10/11/2024,,USD,20.00,USD,0.00,20.00,20.00
GT03911BEDV,Postage,C007245,ABC,10/11/2024,,USD,20.00,USD,0.00,20.00,20.00
GT03911BEDV,Guarantee Commission,C007245,ABC,10/11/2024,,USD,122.60,USD,0.00,122.60,122.60
GT03911BEDV,Postage,C007245,ABC,10/11/2024,,USD,20.00,USD,0.00,20.00,20.00
GT03911BEDV,Guarantee Commission,C007245,ABC,10/11/2024,,USD,114.58,USD,0.00,114.58,114.58
GT03912BEDV,Postage,C007245,ABC,10/12/2024,,USD,20.00,USD,0.00,20.00,20.00
GT03912BEDV,Guarantee Commission,C007245,ABC,10/12/2024,,USD,122.60,USD,0.00,122.60,122.60
GT03912BEDV,Postage,C007245,ABC,10/12/2024,,USD,20.00,USD,0.00,20.00,20.00
GT03912BEDV,Postage,C007245,ABC,10/12/2024,,USD,20.00,USD,0.00,20.00,20.00
GT03912BEDV,Guarantee Commission,C007245,ABC,10/12/2024,,USD,114.58,USD,0.00,114.58,114.58
GT03913BEDV,Postage,C007245,ABC,10/15/2024,,USD,20.00,USD,0.00,20.00,20.00
GT03913BEDV,Postage,C007245,ABC,10/15/2024,,USD,20.00,USD,0.00,20.00,20.00
GT03913BEDV,Guarantee Commission,C007245,ABC,10/15/2024,,USD,114.58,USD,0.00,114.58,114.58
GT03913BEDV,Postage,C007245,ABC,10/15/2024,,USD,20.00,USD,0.00,20.00,20.00
GT03913BEDV,Guarantee Commission,C007245,ABC,10/15/2024,,USD,122.60,USD,0.00,122.60,122.60
GT03918BEDV,Guarantee Commission,C006631,ABC,01/02/2025,,USD,3.06,USD,0.00,3.06,3.06
GT03918BEDV,Postage,C006631,ABC,01/02/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03918BEDV,Postage,C006631,ABC,01/02/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03919BEDV,Guarantee Commission,C006631,ABC,01/03/2025,,USD,2.67,USD,0.00,2.67,2.67
GT03919BEDV,Postage,C006631,ABC,01/03/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03919BEDV,Postage,C006631,ABC,01/03/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03921BEDV,Guarantee Commission,C006631,ABC,01/03/2025,,USD,"13 203.02",USD,0.00,"13 203.02","13 203.02"
GT03921BEDV,Postage,C006631,ABC,01/03/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03921BEDV,Postage,C006631,ABC,01/03/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03922BEDV,Postage,C006631,ABC,01/03/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03922BEDV,Postage,C006631,ABC,01/03/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03922BEDV,Guarantee Commission,C006631,ABC,01/03/2025,,USD,10.69,USD,0.00,10.69,10.69
GT03927BEDV,Postage,C006631,ABC,01/13/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03927BEDV,Guarantee Commission,C006631,ABC,01/13/2025,,USD,134.44,USD,0.00,134.44,134.44
GT03928BEDV,Postage,C012831,C012831APPLSWFNM,01/14/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03928BEDV,Guarantee Commission,C012831,C012831APPLSWFNM,01/14/2025,,USD,134.06,USD,0.00,134.06,134.06
GT03929BEDV,Guarantee Commission,C012831,C012831APPLSWFNM,01/14/2025,12/31/2025,USD,"13 406.25",USD,0.00,"13 406.25","13 406.25"
GT03929BEDV,Postage,C012831,C012831APPLSWFNM,01/14/2025,12/31/2025,USD,20.00,USD,0.00,20.00,20.00
GT03929BEDV,Postage,C012831,C012831APPLSWFNM,01/14/2025,12/31/2025,USD,20.00,USD,0.00,20.00,20.00
GT03929BEDV,Guarantee Commission,C012831,C012831APPLSWFNM,01/14/2025,12/31/2025,USD,"14 208.33",USD,0.00,"14 208.33","14 208.33"
GT03930BEDV,Guarantee Commission,C012831,C012831APPLSWFNM,01/14/2025,,USD,134.06,USD,0.00,134.06,134.06
GT03930BEDV,Postage,C012831,C012831APPLSWFNM,01/14/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03931BEDV,Postage,C012831,C012831APPLSWFNM,01/14/2025,,USD,20.00,USD,0.00,20.00,20.00
,,,,,,,,,,,,
GT03931BEDV,Guarantee Commission,C012831,C012831APPLSWFNM,01/14/2025,,USD,268.13,USD,0.00,268.13,268.13
GT03931BEDV,Guarantee Commission,C012831,C012831APPLSWFNM,01/14/2025,,USD,268.13,USD,0.00,268.13,268.13
GT03931BEDV,Postage,C012831,C012831APPLSWFNM,01/14/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03932BEDV,Guarantee Commission,C012831,C012831APPLSWFNM,01/16/2025,,USD,703.16,USD,0.00,703.16,703.16
GT03932BEDV,Postage,C012831,C012831APPLSWFNM,01/16/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03932BEDV,Guarantee Commission,C012831,C012831APPLSWFNM,01/16/2025,,USD,703.16,USD,0.00,703.16,703.16
GT03932BEDV,Postage,C012831,C012831APPLSWFNM,01/16/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03933BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/06/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03933BEDV,Guarantee Commission,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/06/2025,,USD,0.08,USD,0.00,0.08,0.08
GT03935BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/06/2025,02/28/2025,USD,20.00,USD,0.00,20.00,20.00
GT03935BEDV,Guarantee Commission,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/06/2025,02/28/2025,USD,0.08,USD,0.00,0.08,0.08
GT03938BEDV,Guarantee Commission,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/10/2025,02/28/2025,USD,0.07,USD,0.00,0.07,0.07
GT03938BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/10/2025,02/28/2025,USD,20.00,USD,0.00,20.00,20.00
GT03938BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/10/2025,02/28/2025,USD,20.00,USD,0.00,20.00,20.00
GT03939BEDV,Guarantee Commission,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/07/2025,02/28/2025,USD,0.08,USD,0.00,0.08,0.08
GT03939BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/07/2025,02/28/2025,USD,20.00,USD,0.00,20.00,20.00
GT03940BEDV,Guarantee Commission,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/07/2025,,USD,0.16,USD,0.00,0.16,0.16
GT03940BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/07/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03943BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/11/2025,02/28/2025,USD,20.00,USD,0.00,20.00,20.00
GT03943BEDV,Guarantee Commission,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/11/2025,02/28/2025,USD,0.65,USD,0.00,0.65,0.65
GT03948BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/12/2025,02/28/2025,USD,20.00,USD,0.00,20.00,20.00
GT03948BEDV,Guarantee Commission,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/12/2025,02/28/2025,USD,0.61,USD,0.00,0.61,0.61
GT03950BEDV,Guarantee Commission,C006631,ABC,02/13/2025,,USD,11.46,USD,11.46,11.46,0.00
GT03950BEDV,Postage,C006631,ABC,02/13/2025,,USD,20.00,USD,20.00,20.00,0.00
GT03950BEDV,Guarantee Commission,C006631,ABC,02/13/2025,,USD,11.46,USD,0.00,11.46,11.46
GT03950BEDV,Postage,C006631,ABC,02/13/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03953BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/13/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03961BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/13/2025,02/28/2025,USD,20.00,USD,0.00,20.00,20.00
GT03961BEDV,Guarantee Commission,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/13/2025,02/28/2025,USD,0.06,USD,0.00,0.06,0.06
GT03961BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/13/2025,02/28/2025,USD,20.00,USD,0.00,20.00,20.00
GT03965BEDV,Guarantee Commission,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/17/2025,02/28/2025,USD,0.05,USD,0.00,0.05,0.05
GT03965BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/17/2025,02/28/2025,USD,20.00,USD,0.00,20.00,20.00
GT03966BEDV,Guarantee Commission,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/13/2025,02/28/2025,USD,0.06,USD,0.00,0.06,0.06
GT03966BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/14/2025,02/28/2025,USD,20.00,USD,0.00,20.00,20.00
GT03966BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/13/2025,02/28/2025,USD,20.00,USD,0.00,20.00,20.00
GT03966BEDV,Guarantee Commission,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/14/2025,02/28/2025,USD,0.13,USD,0.00,0.13,0.13
GT03968BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/13/2025,02/28/2025,USD,20.00,USD,0.00,20.00,20.00
GT03968BEDV,Guarantee Commission,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/13/2025,02/28/2025,USD,0.57,USD,0.00,0.57,0.57
GT03972BEDV,Guarantee Commission,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/21/2025,02/28/2025,USD,0.03,USD,0.00,0.03,0.03
GT03972BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/21/2025,02/28/2025,USD,20.00,USD,0.00,20.00,20.00
,,,,,,,,,,,,
GT03972BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/21/2025,02/28/2025,USD,20.00,USD,0.00,20.00,20.00
GT03973BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/18/2025,02/28/2025,USD,20.00,USD,0.00,20.00,20.00
GT03973BEDV,Guarantee Commission,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/18/2025,02/28/2025,USD,0.38,USD,0.00,0.38,0.38
GT03974BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/18/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03974BEDV,Guarantee Commission,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",02/18/2025,,USD,0.11,USD,0.00,0.11,0.11
GT03979BEDV,Postage,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",03/12/2025,,USD,20.00,USD,0.00,20.00,20.00
GT03979BEDV,Guarantee Commission,CSHLPIRIYA,"PIRIYAPUL INTERNATIONAL CO.  LTD.",03/12/2025,,USD,0.61,USD,0.00,0.61,0.61
,,,,,,,,,,,,
