Business Summary Report,
,,,
,
,
Seller Name,Agreement Document No,Main Ref. No.,Currency,Limit Amount,Buyer Name,Status,Number of Invoices,Total Invoice Amount,Invoice Balance,Available Financing Amount,Total Financing Amount,Financing Balance
C010273nm,111222,EFCSBANK2309006066,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010275nm,111222,EFCSBANK2309000030,USD,0.00,C010276nm,Active,0,0.00,0.00,0.00,0.00,0.00
C010275nm,,EFCSBANK2309000075PCA,,0.00,C010276nm,,0,0.00,0.00,0.00,0.00,0.00
C010275nm,,EFCSBANK2309005579SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010275nm,111222,EFCSBANK2309006067,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010280nm,111222,EFCSBANK2309000031,USD,"100 000.00",C010281nm,Active,0,0.00,0.00,0.00,0.00,0.00
C010280nm,111222,EFCSBANK2309005493PPF,USD,"100 000.00",%%C_MAIN_CUS%%nm,,0,0.00,0.00,0.00,0.00,0.00
C010280nm,111222,EFCSBANK2309005520PPF,USD,"100 000.00",%%C_MAIN_CUS%%nm,,0,0.00,0.00,0.00,0.00,0.00
C010280nm,,EFCSBANK2309000076PCA,,0.00,C010281nm,,0,0.00,0.00,0.00,0.00,0.00
C010280nm,,EFCSBANK2309003387PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010280nm,,EFCSBANK2309005580SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010280nm,111222,EFCSBANK2309006068,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010284nm,111222,EFCSBANK2309000032,USD,"100 000.00",C010285nm,Active,0,0.00,0.00,0.00,0.00,0.00
C010284nm,111222,EFCSBANK2309005494PPF,USD,"100 000.00",C010285nm,,0,0.00,0.00,0.00,0.00,0.00
C010284nm,,EFCSBANK2309000077PCA,,0.00,C010285nm,,0,0.00,0.00,0.00,0.00,0.00
C010284nm,,EFCSBANK2309003389PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010284nm,,EFCSBANK2309005581SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010284nm,111222,EFCSBANK2309006069,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010286nm,,EFCSBANK2309000078PCA,,0.00,C010287nm,,0,0.00,0.00,0.00,0.00,0.00
C010286nm,,EFCSBANK2309005582SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010288nm,,EFCSBANK2309000079PCA,,0.00,C010289nm,,0,0.00,0.00,0.00,0.00,0.00
C010288nm,,EFCSBANK2309005583SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010290nm,111222,EFCSBANK2309000033,USD,"100 000.00",C010291nm,Active,0,0.00,0.00,0.00,0.00,0.00
C010290nm,111222,EFCSBANK2309005495PPF,USD,"100 000.00",C010291nm,,0,0.00,0.00,0.00,0.00,0.00
C010290nm,,EFCSBANK2309000080PCA,,0.00,C010291nm,,0,0.00,0.00,0.00,0.00,0.00
C010290nm,,EFCSBANK2309003391PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010290nm,,EFCSBANK2309005584SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010290nm,111222,EFCSBANK2309006072,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010294nm,111222,EFCSBANK2309000034,USD,"100 000.00",C010295nm,Active,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
C010294nm,111222,EFCSBANK2309005496PPF,USD,"100 000.00",C010295nm,,0,0.00,0.00,0.00,0.00,0.00
C010294nm,,EFCSBANK2309000081PCA,,0.00,C010295nm,,0,0.00,0.00,0.00,0.00,0.00
C010294nm,,EFCSBANK2309003393PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010294nm,,EFCSBANK2309005585SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010294nm,111222,EFCSBANK2309006073,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010296nm,111222,EFCSBANK2309000035,USD,"100 000.00",C010297nm,Active,0,0.00,0.00,0.00,0.00,0.00
C010296nm,111222,EFCSBANK2309005497PPF,USD,"100 000.00",C010297nm,,0,0.00,0.00,0.00,0.00,0.00
C010296nm,,EFCSBANK2309000082PCA,,0.00,C010297nm,,0,0.00,0.00,0.00,0.00,0.00
C010296nm,,EFCSBANK2309003395PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010296nm,,EFCSBANK2309005586SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010296nm,111222,EFCSBANK2309006074,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010298nm,111222,EFCSBANK2309000036,USD,"100 000.00",C010299nm,Active,1,"1 000.00","1 000.00",800.00,0.00,0.00
C010298nm,111222,EFCSBANK2309005498PPF,USD,"100 000.00",C010299nm,,0,0.00,0.00,0.00,0.00,0.00
C010298nm,,EFCSBANK2309000083PCA,,0.00,C010299nm,,0,0.00,0.00,0.00,0.00,0.00
C010298nm,,EFCSBANK2309003397PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010298nm,,EFCSBANK2309005587SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010298nm,111222,EFCSBANK2309006075,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010302nm,111222,EFCSBANK2309000037,USD,"100 000.00",C010303nm,Active,0,0.00,0.00,0.00,0.00,0.00
C010302nm,111222,EFCSBANK2309005499PPF,USD,"100 000.00",C010303nm,,0,0.00,0.00,0.00,0.00,0.00
C010302nm,,EFCSBANK2309000084PCA,,0.00,C010303nm,,0,0.00,0.00,0.00,0.00,0.00
C010302nm,,EFCSBANK2309003399PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010302nm,,EFCSBANK2309005588SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010302nm,111222,EFCSBANK2309006076,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010304nm,111222,EFCSBANK2309000038,USD,"100 000.00",C010305nm,Active,3,"6 000.00","6 000.00","4 800.00",0.00,0.00
C010304nm,111222,EFCSBANK2309005500PPF,USD,"100 000.00",C010305nm,,0,0.00,0.00,0.00,0.00,0.00
C010304nm,,EFCSBANK2309000085PCA,,0.00,C010305nm,,0,0.00,0.00,0.00,0.00,0.00
C010304nm,,EFCSBANK2309003401PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010304nm,,EFCSBANK2309005589SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010304nm,111222,EFCSBANK2309006077,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010306nm,111222,EFCSBANK2309000039,USD,"100 000.00",C010307nm,Active,3,"6 000.00","6 000.00","4 800.00",0.00,0.00
C010306nm,111222,EFCSBANK2309005501PPF,USD,"100 000.00",C010307nm,,0,0.00,0.00,0.00,0.00,0.00
C010306nm,,EFCSBANK2309000086PCA,,0.00,C010307nm,,0,0.00,0.00,0.00,0.00,0.00
C010306nm,,EFCSBANK2309003403PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010306nm,,EFCSBANK2309005590SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010306nm,111222,EFCSBANK2309006078,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010309nm,111222,EFCSBANK2309000040,USD,"100 000.00",C010310nm,Active,3,"6 000.00","6 000.00","4 800.00",0.00,0.00
C010309nm,111222,EFCSBANK2309005502PPF,USD,"100 000.00",C010310nm,,0,0.00,0.00,0.00,0.00,0.00
C010309nm,,EFCSBANK2309000087PCA,,0.00,C010310nm,,0,0.00,0.00,0.00,0.00,0.00
C010309nm,,EFCSBANK2309003405PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010309nm,,EFCSBANK2309005591SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
C010309nm,111222,EFCSBANK2309006079,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010311nm,111222,EFCSBANK2309000041,USD,"100 000.00",C010312nm,Active,3,"6 000.00","6 000.00",0.00,"4 800.00","4 800.00"
C010311nm,111222,EFCSBANK2309005503PPF,USD,"100 000.00",C010312nm,,0,0.00,0.00,0.00,0.00,0.00
C010311nm,,EFCSBANK2309000088PCA,,0.00,C010312nm,,0,0.00,0.00,0.00,0.00,0.00
C010311nm,,EFCSBANK2309003407PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010311nm,,EFCSBANK2309005592SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010311nm,111222,EFCSBANK2309006080,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010313nm,111222,EFCSBANK2309000042,USD,"100 000.00",C010314nm,Active,6,"12 000.00","12 000.00",0.00,"9 600.00","9 600.00"
C010313nm,111222,EFCSBANK2309005504PPF,USD,"100 000.00",C010314nm,,0,0.00,0.00,0.00,0.00,0.00
C010313nm,,EFCSBANK2309000089PCA,,0.00,C010314nm,,0,0.00,0.00,0.00,0.00,0.00
C010313nm,,EFCSBANK2309003410PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010313nm,,EFCSBANK2309005593SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010313nm,111222,EFCSBANK2309006081,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010315nm,111222,EFCSBANK2309000043,USD,"100 000.00",C010316nm,Active,6,"6 000.00","6 000.00","4 800.00",0.00,0.00
C010315nm,111222,EFCSBANK2309005505PPF,USD,"100 000.00",C010316nm,,0,0.00,0.00,0.00,0.00,0.00
C010315nm,,EFCSBANK2309000090PCA,,0.00,C010316nm,,0,0.00,0.00,0.00,0.00,0.00
C010315nm,,EFCSBANK2309003412PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010315nm,,EFCSBANK2309005594SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010315nm,111222,EFCSBANK2309006082,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010317nm,111222,EFCSBANK2309000044,USD,"100 000.00",C010318nm,Active,3,"6 000.00","6 000.00","4 800.00",0.00,0.00
C010317nm,111222,EFCSBANK2309005506PPF,USD,"100 000.00",C010318nm,,0,0.00,0.00,0.00,0.00,0.00
C010317nm,,EFCSBANK2309000091PCA,,0.00,C010318nm,,0,0.00,0.00,0.00,0.00,0.00
C010317nm,,EFCSBANK2309003414PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010317nm,,EFCSBANK2309005595SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010317nm,111222,EFCSBANK2309006083,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010321nm,111222,EFCSBANK2309000045,USD,"100 000.00",C010322nm,Active,3,"6 000.00","6 000.00",0.00,"4 800.00","4 800.00"
C010321nm,111222,EFCSBANK2309005507PPF,USD,"100 000.00",C010322nm,,0,0.00,0.00,0.00,0.00,0.00
C010321nm,,EFCSBANK2309000092PCA,,0.00,C010322nm,,0,0.00,0.00,0.00,0.00,0.00
C010321nm,,EFCSBANK2309003416PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010321nm,,EFCSBANK2309003417PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010321nm,,EFCSBANK2309005596SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010321nm,111222,EFCSBANK2309006084,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010323nm,111222,EFCSBANK2309000046,USD,"100 000.00",C010324nm,Active,3,"6 000.00","6 000.00","4 800.00",0.00,0.00
C010323nm,111222,EFCSBANK2309005508PPF,USD,"100 000.00",C010324nm,,0,0.00,0.00,0.00,0.00,0.00
C010323nm,,EFCSBANK2309000093PCA,,0.00,C010324nm,,0,0.00,0.00,0.00,0.00,0.00
C010323nm,,EFCSBANK2309003419PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010323nm,,EFCSBANK2309003420PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010323nm,,EFCSBANK2309005597SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010323nm,111222,EFCSBANK2309006085,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010325nm,111222,EFCSBANK2309000047,USD,"100 000.00",C010326nm,Active,3,"6 000.00","6 000.00","4 800.00",0.00,0.00
,,,,,,,,,,,,,
C010325nm,111222,EFCSBANK2309005509PPF,USD,"100 000.00",C010326nm,,0,0.00,0.00,0.00,0.00,0.00
C010325nm,,EFCSBANK2309000094PCA,,0.00,C010326nm,,0,0.00,0.00,0.00,0.00,0.00
C010325nm,,EFCSBANK2309003422PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010325nm,,EFCSBANK2309005598SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010325nm,111222,EFCSBANK2309006086,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010334nm,111222,EFCSBANK2309000048,USD,"100 000.00",C010335nm,Active,3,"6 000.00","6 000.00",0.00,"4 800.00","4 800.00"
C010334nm,111222,EFCSBANK2309005510PPF,USD,"100 000.00",C010335nm,,0,0.00,0.00,0.00,0.00,0.00
C010334nm,,EFCSBANK2309000095PCA,,0.00,C010335nm,,0,0.00,0.00,0.00,0.00,0.00
C010334nm,,EFCSBANK2309003424PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010334nm,,EFCSBANK2309005599SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010334nm,111222,EFCSBANK2309006087,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010342nm,111222,EFCSBANK2309000049,USD,"100 000.00",C010343nm,Active,3,"6 000.00","6 000.00",0.00,"4 800.00","4 800.00"
C010342nm,111222,EFCSBANK2309005511PPF,USD,"100 000.00",C010343nm,,0,0.00,0.00,0.00,0.00,0.00
C010342nm,,EFCSBANK2309000096PCA,,0.00,C010343nm,,0,0.00,0.00,0.00,0.00,0.00
C010342nm,,EFCSBANK2309003426PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010342nm,,EFCSBANK2309005600SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010342nm,111222,EFCSBANK2309006088,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010344nm,111222,EFCSBANK2309000050,USD,"100 000.00",C010345nm,Active,3,"6 000.00","6 000.00",0.00,"4 800.00","4 800.00"
C010344nm,111222,EFCSBANK2309005512PPF,USD,"100 000.00",C010345nm,,0,0.00,0.00,0.00,0.00,0.00
C010344nm,,EFCSBANK2309000097PCA,,0.00,C010345nm,,0,0.00,0.00,0.00,0.00,0.00
C010344nm,,EFCSBANK2309003428PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010344nm,,EFCSBANK2309005601SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010344nm,111222,EFCSBANK2309006089,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010346nm,111222,EFCSBANK2309000051,USD,"100 000.00",C010347nm,Active,3,"6 000.00","6 000.00",0.00,"4 800.00","4 800.00"
C010346nm,111222,EFCSBANK2309005513PPF,USD,"100 000.00",C010347nm,,0,0.00,0.00,0.00,0.00,0.00
C010346nm,,EFCSBANK2309000098PCA,,0.00,C010347nm,,0,0.00,0.00,0.00,0.00,0.00
C010346nm,,EFCSBANK2309003430PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010346nm,,EFCSBANK2309005602SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010346nm,111222,EFCSBANK2309006090,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010350nm,111222,EFCSBANK2309000052,USD,"100 000.00",C010351nm,Active,3,"6 000.00","6 000.00",0.00,"4 800.00","4 800.00"
C010350nm,111222,EFCSBANK2309005514PPF,USD,"100 000.00",C010351nm,,0,0.00,0.00,0.00,0.00,0.00
C010350nm,,EFCSBANK2309000099PCA,,0.00,C010351nm,,0,0.00,0.00,0.00,0.00,0.00
C010350nm,,EFCSBANK2309003432PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010350nm,,EFCSBANK2309005603SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010350nm,111222,EFCSBANK2309006091,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010352nm,111222,EFCSBANK2309000053,USD,"100 000.00",C010353nm,Active,3,"6 000.00","6 000.00",0.00,"4 800.00","4 800.00"
C010352nm,111222,EFCSBANK2309005515PPF,USD,"100 000.00",C010353nm,,0,0.00,0.00,0.00,0.00,0.00
C010352nm,,EFCSBANK2309000100PCA,,0.00,C010353nm,,0,0.00,0.00,0.00,0.00,0.00
C010352nm,,EFCSBANK2309003434PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010352nm,,EFCSBANK2309005604SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
C010352nm,111222,EFCSBANK2309006092,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010355nm,111222,EFCSBANK2309000054,USD,"100 000.00",C010356nm,Active,3,"6 000.00",0.00,0.00,"4 800.00",0.00
C010355nm,111222,EFCSBANK2309005516PPF,USD,"100 000.00",C010356nm,,0,0.00,0.00,0.00,0.00,0.00
C010355nm,,EFCSBANK2309000101PCA,,0.00,C010356nm,,0,0.00,0.00,0.00,0.00,0.00
C010355nm,,EFCSBANK2309003436PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010355nm,,EFCSBANK2309005605SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010355nm,111222,EFCSBANK2309006093,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010357nm,,EFCSBANK2309000102PCA,,0.00,C010358nm,,0,0.00,0.00,0.00,0.00,0.00
C010357nm,,EFCSBANK2309005606SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010357nm,111222,EFCSBANK2309006094,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010360nm,111222,EFCSBANK2309000055,USD,"100 000.00",C010361nm,Active,3,"6 000.00","6 000.00","4 800.00",0.00,0.00
C010360nm,111222,EFCSBANK2309005517PPF,USD,"100 000.00",C010361nm,,0,0.00,0.00,0.00,0.00,0.00
C010360nm,,EFCSBANK2309000103PCA,,0.00,C010361nm,,0,0.00,0.00,0.00,0.00,0.00
C010360nm,,EFCSBANK2309003438PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010360nm,,EFCSBANK2309005607SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010360nm,111222,EFCSBANK2309006095,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010362nm,111222,EFCSBANK2309000056,USD,"100 000.00",C010363nm,Active,3,"6 000.00","6 000.00",0.00,"4 800.00","4 800.00"
C010362nm,111222,EFCSBANK2309005518PPF,USD,"100 000.00",C010363nm,,0,0.00,0.00,0.00,0.00,0.00
C010362nm,,EFCSBANK2309000104PCA,,0.00,C010363nm,,0,0.00,0.00,0.00,0.00,0.00
C010362nm,,EFCSBANK2309003440PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010362nm,,EFCSBANK2309005608SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010362nm,111222,EFCSBANK2309006096,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010366nm,111222,EFCSBANK2309000057,USD,"100 000.00",C010367nm,Active,3,"6 000.00",0.00,0.00,"4 800.00",0.00
C010366nm,111222,EFCSBANK2309005519PPF,USD,"100 000.00",C010367nm,,0,0.00,0.00,0.00,0.00,0.00
C010366nm,,EFCSBANK2309000105PCA,,0.00,C010367nm,,0,0.00,0.00,0.00,0.00,0.00
C010366nm,,EFCSBANK2309003442PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010366nm,,EFCSBANK2309005609SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010366nm,111222,EFCSBANK2309006097,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010390nm,,EFCSBANK2309005610SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010423nm,,EFCSBANK2309005611SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010427nm,,EFCSBANK2309000121PCA,,0.00,C010428nm,,0,0.00,0.00,0.00,0.00,0.00
C010427nm,,EFCSBANK2309005612SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010427nm,111222,EFCSBANK2309006098,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010434nm,,EFCSBANK2309000122PCA,,0.00,C010436nm,,0,0.00,0.00,0.00,0.00,0.00
C010434nm,,EFCSBANK2309005613SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010434nm,111222,EFCSBANK2309006099,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010442nm,111222,EFCSBANK2309000101,USD,0.00,C010443nm,Active,0,0.00,0.00,0.00,0.00,0.00
C010442nm,,EFCSBANK2309000123PCA,,0.00,C010443nm,,0,0.00,0.00,0.00,0.00,0.00
C010442nm,,EFCSBANK2309005614SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010442nm,111222,EFCSBANK2309006100,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
C010446nm,111222,EFCSBANK2309000102,USD,"100 000.00",C010447nm,Active,3,"6 000.00","6 000.00",0.00,"4 800.00","4 800.00"
C010446nm,111222,EFCSBANK2309005521PPF,USD,"100 000.00",C010447nm,,0,0.00,0.00,0.00,0.00,0.00
C010446nm,,EFCSBANK2309000124PCA,,0.00,C010447nm,,0,0.00,0.00,0.00,0.00,0.00
C010446nm,,EFCSBANK2309003444PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010446nm,,EFCSBANK2309005615SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010446nm,111222,EFCSBANK2309006101,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010451nm,111222,EFCSBANK2309000103,USD,"100 000.00",C010452nm,Active,3,"6 000.00",0.00,0.00,"4 800.00",0.00
C010451nm,111222,EFCSBANK2309005522PPF,USD,"100 000.00",C010452nm,,0,0.00,0.00,0.00,0.00,0.00
C010451nm,,EFCSBANK2309000125PCA,,0.00,C010452nm,,0,0.00,0.00,0.00,0.00,0.00
C010451nm,,EFCSBANK2309003446PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010451nm,,EFCSBANK2309005616SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010451nm,111222,EFCSBANK2309006102,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010619nm,,EFCSBANK2310000121PCA,,0.00,C010620nm,,0,0.00,0.00,0.00,0.00,0.00
C010619nm,,EFCSBANK2310005617SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010619nm,111222,EFCSBANK2310006103,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010621nm,,EFCSBANK2310000122PCA,,0.00,C010622nm,,0,0.00,0.00,0.00,0.00,0.00
C010621nm,,EFCSBANK2310005618SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010621nm,111222,EFCSBANK2310006104,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010625nm,,EFCSBANK2310000123PCA,,0.00,C010626nm,,0,0.00,0.00,0.00,0.00,0.00
C010625nm,,EFCSBANK2310005619SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010625nm,111222,EFCSBANK2310006105,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010631nm,,EFCSBANK2310000124PCA,,0.00,C010632nm,,0,0.00,0.00,0.00,0.00,0.00
C010631nm,,EFCSBANK2310005620SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010631nm,111222,EFCSBANK2310006106,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010633nm,111222,EFCSBANK2310000101,USD,"100 000.00",C010634nm,Active,3,"6 000.00",0.00,0.00,"4 800.00",0.00
C010633nm,111222,EFCSBANK2310005523PPF,USD,"100 000.00",C010634nm,,0,0.00,0.00,0.00,0.00,0.00
C010633nm,,EFCSBANK2310000125PCA,,0.00,C010634nm,,0,0.00,0.00,0.00,0.00,0.00
C010633nm,,EFCSBANK2310003448PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010633nm,,EFCSBANK2310005621SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010633nm,111222,EFCSBANK2310006107,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010767nm,,EFCSBANK2310005622SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010769nm,,EFCSBANK2310000131PCA,,0.00,C010770nm,,0,0.00,0.00,0.00,0.00,0.00
C010769nm,,EFCSBANK2310005623SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010769nm,111222,EFCSBANK2310006111,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010771nm,,EFCSBANK2310000132PCA,,0.00,C010772nm,,0,0.00,0.00,0.00,0.00,0.00
C010771nm,,EFCSBANK2310005624SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010771nm,111222,EFCSBANK2310006112,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010773nm,,EFCSBANK2310005625SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010777nm,,EFCSBANK2310000136PCA,,0.00,C010778nm,,0,0.00,0.00,0.00,0.00,0.00
C010777nm,,EFCSBANK2310005626SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
C010777nm,111222,EFCSBANK2310006113,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010779nm,111222,EFCSBANK2310000106,USD,0.00,C010780nm,Active,0,0.00,0.00,0.00,0.00,0.00
C010779nm,,EFCSBANK2310000137PCA,,0.00,C010780nm,,0,0.00,0.00,0.00,0.00,0.00
C010779nm,,EFCSBANK2310005627SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010779nm,111222,EFCSBANK2310006114,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010782nm,111222,EFCSBANK2310000109,USD,0.00,C010783nm,Active,0,0.00,0.00,0.00,0.00,0.00
C010782nm,,EFCSBANK2310000139PCA,,0.00,C010783nm,,0,0.00,0.00,0.00,0.00,0.00
C010782nm,,EFCSBANK2310005628SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010782nm,111222,EFCSBANK2310006115,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010785nm,111222,EFCSBANK2310000110,USD,"100 000.00",C010786nm,Active,3,"6 000.00","6 000.00",0.00,"4 800.00","4 800.00"
C010785nm,111222,EFCSBANK2310005524PPF,USD,"100 000.00",C010786nm,,0,0.00,0.00,0.00,0.00,0.00
C010785nm,,EFCSBANK2310000140PCA,,0.00,C010786nm,,0,0.00,0.00,0.00,0.00,0.00
C010785nm,,EFCSBANK2310003450PCI,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010785nm,,EFCSBANK2310005629SIF,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010785nm,111222,EFCSBANK2310006116,,0.00,,,0,0.00,0.00,0.00,0.00,0.00
C010791nm,111222,EFCSBANK2310000111,USD,"100 000.00",C010792nm,Active,3,"6 000.00",0.00,0.00,"4 800.00",0.00
C010791nm,111222,EFCSBANK2310005525PPF,USD,"100 000.00",C010792nm,,0,0.00,0.00,0.00,0.00,0.00
